sentence,usecase_focus,process_focus,structure_focus
"This specifications establishes the requirements for the product Qheadache of resolution . finish Simple "" the not",False,False,False
"If . 3.2.2.2 chapter see , displayed is Window "" with Window Finish "" The the , file statistic the in recorded movement Statistcs "" is displayed Box Edit an , "" : name your",False,False,False
"Enter ! win You "" : text following the a contains Statisctis with Window Finish",False,False,False
"The . 3.2.2.3 chapter see , block of number highest . game the finishs user the",False,False,False
How . display board game,False,False,False
"New . action "" undo n a n't was action previous the if , unvailable is action redo",False,False,False
The that great is the than lower is player current the of movements block of number the,False,False,False
If . freezed are statistics player the,False,False,False
"All . board the of bottom the at moved square can contain 20 . "" OK "" label the with pushbutton a",False,False,False
"and "" ! win You "" : text following the a contains Window Finish Simple",False,False,False
The . 3.2.3.4 chapter see,False,False,False
"The , games over , displayed is window statistic",False,False,False
The . closed is Window Finish 0.1x Simple,False,False,False
"The . "" OK "" pushbutton the on clicks player",False,False,False
"The . 3.2.2.1 chapter see , is",False,False,False
"The displayed window "" OK "" pushbutton the on clicks player",False,False,False
"The . 3.2.2.1 chapter see , over is games",False,False,False
"The . "" OK "" label the with pushbutton a and characters . is",False,False,False
The statistics statistic,False,False,False
"The . closed is window "" finish """,False,False,False
"The . 3.2.3.2 chapter the of requirement the to according , software the of file statistic the in recorded are player . "" a on up",False,False,False
